Test MAE,Val MAE,Epoch,Model,Rewire,P,K,seed
0.017843698501586912,0.012215743064880371,30,gvp,c2c,0.4,no_k,1
0.013196113586425782,0.01177638053894043,40,gvp,c2c,0.4,no_k,1
0.009740100860595704,0.010130285263061523,50,gvp,c2c,0.4,no_k,1
0.009740100860595704,0.009368158340454102,60,gvp,c2c,0.4,no_k,1
0.007325798988342285,0.007636321544647217,70,gvp,c2c,0.4,no_k,1
0.007839679718017578,0.008182965278625488,80,gvp,c2c,0.4,no_k,1
0.007839679718017578,0.008417121887207031,90,gvp,c2c,0.4,no_k,1
0.0074517917633056645,0.008754755020141601,100,gvp,c2c,0.4,no_k,1
0.01994227600097656,0.02059150505065918,10,gvp,c2c,0.25,no_k,1
0.023214994430541994,0.01601573944091797,20,gvp,c2c,0.25,no_k,1
0.010104682922363281,0.009510202407836914,30,gvp,c2c,0.25,no_k,1
0.007792829990386963,0.005541271209716797,40,gvp,c2c,0.25,no_k,1
0.007792829990386963,0.005968804359436035,50,gvp,c2c,0.25,no_k,1
0.005428544044494629,0.0066991252899169925,60,gvp,c2c,0.25,no_k,1
0.011132743835449219,0.006814087867736816,70,gvp,c2c,0.25,no_k,1
0.011132743835449219,0.003909051895141602,80,gvp,c2c,0.25,no_k,1
0.011132743835449219,0.003612004280090332,90,gvp,c2c,0.25,no_k,1
0.011540168762207032,0.005300025463104248,100,gvp,c2c,0.25,no_k,1
0.019270740509033202,0.023176959991455078,10,gvp,c2c,0.1,no_k,1
0.015605026245117188,0.01588794803619385,20,gvp,c2c,0.1,no_k,1
0.014351390838623046,0.012776840209960937,30,gvp,c2c,0.1,no_k,1
0.006792814731597901,0.010090127944946289,40,gvp,c2c,0.1,no_k,1
0.006868817329406738,0.008462026596069335,50,gvp,c2c,0.1,no_k,1
0.007953784942626952,0.0036617350578308106,60,gvp,c2c,0.1,no_k,1
0.007953784942626952,0.005131429672241211,70,gvp,c2c,0.1,no_k,1
0.004716560363769531,0.004214778900146484,80,gvp,c2c,0.1,no_k,1
0.004716560363769531,0.003556091785430908,90,gvp,c2c,0.1,no_k,1
0.004448993682861328,0.0038476393222808838,100,gvp,c2c,0.1,no_k,1
0.02069991874694824,0.029167335510253908,10,gvp,c2c,0.0,no_k,1
0.01961830711364746,0.03288895797729492,20,gvp,c2c,0.0,no_k,1
0.01961830711364746,0.015336971282958984,30,gvp,c2c,0.0,no_k,1
0.00985681438446045,0.013288737297058106,40,gvp,c2c,0.0,no_k,1
0.0061976280212402346,0.009107159614562989,50,gvp,c2c,0.0,no_k,1
0.0058793706893920895,0.008529704093933105,60,gvp,c2c,0.0,no_k,1
0.0040638895034790035,0.005540544986724853,70,gvp,c2c,0.0,no_k,1
0.003865889310836792,0.004301678657531738,80,gvp,c2c,0.0,no_k,1
0.004013522624969483,0.003017308235168457,90,gvp,c2c,0.0,no_k,1
0.004726199626922607,0.002675131320953369,100,gvp,c2c,0.0,no_k,1
